headline,date,link
"Amid spat with Trump, here are Turkey’s other friends",2018-08-13 00:00:00,https://www.washingtonpost.com/world/amid-spat-with-trump-here-are-turkeys-other-friends/2018/08/13/055661a3-f43a-4910-b38d-39e7f11acdb6_story.html
Pentagon is rethinking its multibillion-dollar relationship with U.S. defense contractors to boost supply chain security,2018-08-12 00:00:00,https://www.washingtonpost.com/world/national-security/the-pentagon-is-rethinking-its-multibillion-dollar-relationship-with-us-defense-contractors-to-stress-supply-chain-security/2018/08/12/31d63a06-9a79-11e8-b60b-1c897f17e185_story.html
"Kidnapped as children, they escaped from Kony’s LRA to be reunited with their families in Uganda",2018-08-10 00:00:00,https://www.washingtonpost.com/world/africa/kidnapped-as-children-they-escaped-from-konys-lra-to-be-reunited-with-their-families-in-uganda/2018/08/10/625e5b12-8f67-11e8-ae59-01880eac5f1d_story.html
Erdogan fights a losing battle with Trump,2018-08-13 00:00:00,https://www.washingtonpost.com/world/erdogan-fights-a-losing-battle-with-trump/2018/08/13/cfefec24-b118-4a27-a48e-f74de9f5345f_story.html
Why the Vatican continues to struggle with sex abuse scandals,2018-08-12 00:00:00,https://www.washingtonpost.com/world/europe/why-the-vatican-continues-to-struggle-with-sex-abuse-scandals/2018/08/12/483e16e2-9439-11e8-818b-e9b7348cd87d_story.html
Taliban fighters still occupy parts of key Afghan city overrun on Friday,2018-08-12 00:00:00,https://www.washingtonpost.com/world/asia_pacific/taliban-fighters-still-occupy-parts-of-key-afghan-city-overrun-on-friday/2018/08/12/42f2ae40-9e35-11e8-93e3-24d1703d2a7a_story.html
Corruption scandals have ensnared 3 Peruvian presidents. Now the whole political system could change.,2018-08-11 00:00:00,https://www.washingtonpost.com/world/the_americas/corruption-scandals-have-ensnared-3-peruvian-presidents-now-the-whole-political-system-could-change/2018/08/11/0cd43ab0-9a82-11e8-a8d8-9b4c13286d6b_story.html
"After visa woes, a 9-year-old chess prodigy may have won his fight to stay in Britain",2018-08-11 00:00:00,https://www.washingtonpost.com/world/after-visa-woes-a-9-year-old-chess-prodigy-may-have-won-his-fight-to-stay-in-britain/2018/08/11/44e3c953-6cbf-4132-90bb-525263afc3be_story.html
Hong Kong government tries to make an example of a small opposition party,2018-08-10 00:00:00,https://www.washingtonpost.com/world/asia_pacific/hong-kong-government-tries-to-make-an-example-of-a-small-opposition-party/2018/08/10/bbf3b0ec-9b23-11e8-a8d8-9b4c13286d6b_story.html
Thousands of Romanians protested corruption and police responded with force,2018-08-11 00:00:00,https://www.washingtonpost.com/world/thousands-of-romanians-protested-corruption-and-police-responded-with-force/2018/08/11/4382fc5b-1e49-434e-8a53-1fcf61043531_story.html
The Trump administration is ensnared in another border dispute — this time with Canada,2018-08-11 00:00:00,https://www.washingtonpost.com/world/the_americas/the-trump-administration-is-ensnared-in-another-border-dispute--this-time-with-canada/2018/08/11/43bcc8aa-9800-11e8-818b-e9b7348cd87d_story.html
"North Korea said to detain Japanese tourist, complicating rapprochement efforts",2018-08-11 00:00:00,https://www.washingtonpost.com/world/north-korea-said-to-detain-japanese-tourist-complicating-rapprochement-efforts/2018/08/11/641da184-9d67-11e8-b55e-5002300ef004_story.html
Ex-Gitmo detainee now selling sweets in Uruguay capital,2018-08-13 00:00:00,https://www.washingtonpost.com/world/the_americas/ex-gitmo-detainee-now-selling-sweets-in-uruguay-capital/2018/08/13/b3b3057c-9f1f-11e8-a3dd-2a1991f075d5_story.html
Why Turkey’s currency is plunging and what it means,2018-08-13 00:00:00,https://www.washingtonpost.com/world/europe/why-turkeys-currency-is-plunging-and-what-it-means/2018/08/13/b0cbb572-9f04-11e8-a3dd-2a1991f075d5_story.html
Ontario allowing pot sales in private retail stores April 1,2018-08-13 00:00:00,https://www.washingtonpost.com/world/the_americas/ontario-allowing-pot-sales-in-private-retail-stores-april-1/2018/08/13/45c6a1ee-9f4d-11e8-a3dd-2a1991f075d5_story.html
"UN report: Up to 30,000 Islamic State members in Iraq, Syria",2018-08-13 00:00:00,https://www.washingtonpost.com/world/middle_east/un-report-up-to-30000-islamic-state-members-in-iraq-syria/2018/08/13/a5f43078-9f33-11e8-a3dd-2a1991f075d5_story.html
Mexico: Lopez Obrador expands plan for Yucatan tourist train,2018-08-13 00:00:00,https://www.washingtonpost.com/world/the_americas/mexicos-president-elect-proposes-cancun-palenque-train/2018/08/13/ff575c20-9ead-11e8-a3dd-2a1991f075d5_story.html
Argentina’s Fernandez denies charges in corruption case,2018-08-13 00:00:00,https://www.washingtonpost.com/world/the_americas/argentinas-fernandez-denies-charges-in-corruption-case/2018/08/13/599829ba-9f23-11e8-a3dd-2a1991f075d5_story.html
Sunday’s Scores and Highlights – HardballTalk,2018-08-13T00:00:00,https://mlb.nbcsports.com/2018/08/13/and-that-happened-sundays-scores-and-highlights-200/?cid=eref:nbcnews:text
Jeremy Corbyn 'wreath laying' attacked by Israeli PM,,https://www.bbc.co.uk/news/uk-politics-45170622
Struck-off Dr Hadiza Bawa-Garba wins appeal to work again,,https://www.bbc.co.uk/news/uk-england-leicestershire-45169589
"M25 coach crash: Dozens injured, three seriously",,https://www.bbc.co.uk/news/uk-england-kent-45172332
Aretha Franklin said to be 'seriously ill',,https://www.bbc.co.uk/news/entertainment-arts-45172883
Strictly: Faye Tozer and Danny John-Jules join line-up,,https://www.bbc.co.uk/news/entertainment-arts-45168010
Builder charged over £4m new homes digger destruction,,https://www.bbc.co.uk/news/uk-england-beds-bucks-herts-45167570
Harry Uzoka death: Three guilty of killing London model,,https://www.bbc.co.uk/news/uk-england-london-45174990
Fortnite: Ninja won't play with female gamers,,https://www.bbc.co.uk/news/newsbeat-45169157
Monaco noble claims millions from France over royal 'trick',,https://www.bbc.co.uk/news/world-europe-45173493
Video apparently shows Mo Salah using a phone while driving,,https://www.bbc.co.uk/news/uk-england-merseyside-45175229
'Black-cab rapist' John Worboys interviewed over new allegations,,https://www.bbc.co.uk/news/uk-england-london-45175846
Newspaper headlines: £46m scammed from pensions and Corbyn's wreath critics,,https://www.bbc.co.uk/news/blogs-the-papers-45177617
Take a 360 virtual tour and experience life on an oil rig,,https://www.bbc.co.uk/news/uk-scotland-45167810
Row over 'fairy doors' removed from Pembrokeshire wood,,https://www.bbc.co.uk/news/uk-wales-45168316
Barrier removal restores Edinburgh Castle view,,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-45169387
Schwarzenegger message helps inspire struggling fans,,https://www.bbc.co.uk/news/blogs-trending-45168200
'Drunk' men scale Coventry Cathedral on night out,,https://www.bbc.co.uk/news/uk-england-coventry-warwickshire-45168447
Waiting list for avocado trees amid NZ crime wave,,https://www.bbc.co.uk/news/blogs-news-from-elsewhere-45169917
Natural Cycles: Do pregnancy prevention apps work?,,https://www.bbc.co.uk/news/health-45151348
Newspaper headlines: Palace 'bust-up' and rail fares increase,,https://www.bbc.co.uk/news/blogs-the-papers-45165206
Electronics boss: 'You need to think 10 years ahead',,https://www.bbc.co.uk/news/business-44982303
The African footballers changing the game in India,,https://www.bbc.co.uk/news/world-asia-india-45085295
Nasa's Parker Solar Probe spacecraft launches successfully,,https://www.bbc.co.uk/news/science-environment-45160552
Fancy Greek island life? Cat care into the bargain,,https://www.bbc.co.uk/news/world-europe-45160780
Idris Elba stokes Bond rumours with 007-style tweet,,https://www.bbc.co.uk/news/newsbeat-45161852
BBC News Channel,,https://www.bbc.co.uk/news/10318089
Moss Side: A history of the Manchester neighbourhood,,https://www.bbc.co.uk/news/newsbeat-45166988
Handmaid's Tale: Was it right to take the series beyond the book?,,https://www.bbc.co.uk/news/entertainment-arts-45096360
The travel boss who refuses to do online sales,,https://www.bbc.co.uk/news/business-45103026
Why are UK and US sending more troops to Afghanistan?,,https://www.bbc.co.uk/news/world-asia-44967531
BBC crew mistaken for ritual killers in Malawi,,https://www.bbc.co.uk/news/world-africa-45147053
How many transgender inmates are there?,,https://www.bbc.co.uk/news/uk-42221629
Caspian Sea: Five countries sign deal to end dispute,,https://www.bbc.co.uk/news/world-45162282
Dina Asher-Smith: Why British sprinter could win Olympic gold at Tokyo 2020,2018-08-12 16:39:46,https://www.bbc.co.uk/sport/athletics/45163546
Lewys Ball: Why I put my teenage life on YouTube,,https://www.bbc.co.uk/news/entertainment-arts-45127043
Obituary: VS Naipaul,,https://www.bbc.co.uk/news/entertainment-arts-44820536
France's 25-year treasure hunt for a golden owl,,https://www.bbc.co.uk/news/world-europe-45005072
Why I chose to go it alone with IVF,,https://www.bbc.co.uk/news/health-45105694
Roaming charges: What will happen after Brexit?,,https://www.bbc.co.uk/news/business-45064268
The performance chef who keeps athletes on their toes,,https://www.bbc.co.uk/news/uk-scotland-scotland-business-43838983
Weedkiller cancer ruling: What do we know about glyphosate?,,https://www.bbc.co.uk/news/world-us-canada-45155788
"Raheem Sterling: Manchester City winger is targeted by racism, says Ian Wright",2018-08-13 20:16:11,https://www.bbc.co.uk/sport/football/45177178
Premier League: 10 of 20 clubs could have made profits in 2016-17 without fans at games,2018-08-13 23:00:46,https://www.bbc.co.uk/sport/football/44850888
Video apparently shows Mo Salah using a phone while driving,,https://www.bbc.co.uk/news/uk-england-merseyside-45175226
Cincinnati Masters: Andy Murray out in first round after Lucas Pouille defeat,2018-08-13 21:13:50,https://www.bbc.co.uk/sport/tennis/45176414
England v India: James Anderson could play for another three or four years,2018-08-13 17:00:22,https://www.bbc.co.uk/sport/cricket/45174042
Manchester United confident goalkeeper David de Gea will sign new deal,2018-08-13 21:32:03,https://www.bbc.co.uk/sport/football/45168439
Charlottesville remembered: 'A battle for the soul of America',,https://www.bbc.co.uk/news/world-us-canada-44619374
How smallpox claimed its final victim,,https://www.bbc.co.uk/news/uk-england-birmingham-45101091
The troubled 29-year-old helped to die by Dutch doctors,,https://www.bbc.co.uk/news/stories-45117163
5 Things You Didn't Know About Trish Regan,2018-08-03T00:00:00,http://insider.foxnews.com/2018/08/03/trish-regan-fox-business-network-anchor-5-things-you-didnt-know
"Judicial Watch Sues DOJ for Communications Between Ohr, Steele & Fusion GPS",2018-08-11T00:00:00,http://insider.foxnews.com/2018/08/11/judicial-watch-president-tom-fitton-suing-doj-steele-dossier-ohr-records
"Woman who pushed teen off Washington state bridge acting 'as if nothing happened,' report says",2018-08-13T00:00:00,http://www.foxnews.com/us/2018/08/13/woman-who-pushed-teen-off-washington-state-bridge-acting-as-if-nothing-happened-report-says.html
"Fisherman hooks 11-foot endangered sawfish off Florida pier, releases it back into ocean",2018-08-09T00:00:00,http://www.foxnews.com/great-outdoors/2018/08/09/fisherman-hooks-11-foot-endangered-sawfish-off-florida-pier-releases-it-back-into-ocean.html
"'Give Up Your Phony Investigation': Pirro Rips Mueller After Reports of Ohr, Steele Meetings",2018-08-12T00:00:00,http://insider.foxnews.com/2018/08/12/judge-jeanine-pirro-rips-mueller-after-reports-meetings-between-bruce-ohr-and-christopher
Lena Dunham shares list of baby names she made with ex Jack Antonoff,2018-08-13T00:00:00,http://www.foxnews.com/entertainment/2018/08/13/lena-dunham-shares-list-baby-names-made-with-ex-jack-antonoff.html
"Teacher took buses to work, so students' parents bought her a car",2018-08-11T00:00:00,http://www.foxnews.com/us/2018/08/11/teacher-took-buses-to-work-so-students-parents-bought-her-car.html
Navy tests helicopter-lowered undersea warhead to explode enemy mines,2018-08-13T00:00:00,http://www.foxnews.com/tech/2018/08/13/navy-tests-helicopter-lowered-undersea-warhead-to-explode-enemy-mines.html
FoxNews.com - Breaking News,2018-08-02T00:00:00,http://www.foxnews.com/2018/08/02/laura-ingraham-portland-ice-protests-dems-now-defenders-immigration-lawlessness
Here’s To 25 Years And Counting!,2018-08-10T00:00:00,https://radio.foxnews.com/2018/08/10/the-whip-around-08-10-2018/
FoxNews.com - Breaking News,2018-08-10T00:00:00,http://www.foxnews.com/2018/08/10/mark-levin-mueller-threat-united-states-more-vladimir-putin
"Flight data recorder, human remains found in stolen Sea-Tac plane probe",2018-08-13T00:00:00,http://www.foxnews.com/us/2018/08/13/flight-data-recorder-human-remains-found-in-stolen-sea-tac-plane-probe.html
Pippa Middleton spotted with father-in-law for the first time since he was accused of rape,2018-08-13T00:00:00,http://www.foxnews.com/entertainment/2018/08/13/pippa-middleton-spotted-with-father-in-law-for-first-time-since-was-accused-rape.html
"Crash on Interstate 5 in California leads to fight, two drivers dying, police say",2018-08-13T00:00:00,http://www.foxnews.com/us/2018/08/13/crash-on-interstate-5-in-california-leads-to-fight-two-drivers-dying-police-say.html
FoxNews.com - Breaking News,2018-08-08T00:00:00,http://www.foxnews.com/2018/08/08/mark-steyn-rips-phila-mayor-dancing-against-ice-andrew-cuomo-prosecuting
"Frozen woolly mammoth found in Siberia could be new species, researchers say",2018-08-13T00:00:00,http://www.foxnews.com/science/2018/08/13/frozen-woolly-mammoth-found-in-siberia-could-be-new-species-researchers-say.html
Anthony Bourdain's former New York City apartment has been listed at $14G per month,2018-08-13T00:00:00,http://www.foxnews.com/real-estate/2018/08/13/anthony-bourdains-former-new-york-city-apartment-has-been-listed-at-14g-per-month.html
When Your Child Is Sick,2018-06-25T00:00:00,https://radio.foxnews.com/2018/06/25/livin-the-bream-when-your-child-is-sick/
"Missouri Attorney General Josh Hawley, Digital Editor of The Weekly Standard Jonathan V. Last, & Editor of National Review Rich Lowry",2018-08-09T00:00:00,https://radio.foxnews.com/2018/08/09/benson-and-harf-08-09-18/
"Jaimie La Bella, Kris Fried: Ocasio-Cortez Catcalling Controversy, Teen Pushed From A Bridge",2018-08-10T00:00:00,https://radio.foxnews.com/2018/08/10/shillue-08-10-18-third-hour/
North Carolina boy robbed at gunpoint while selling lemonade gets lawn mower,2018-08-07T00:00:00,http://www.foxnews.com/us/2018/08/07/north-carolina-boy-robbed-at-gunpoint-while-selling-lemonade-gets-lawn-mower.html
Woman celebrating birthday killed in apparent gang war,2018-08-13T00:00:00,http://www.foxnews.com/world/2018/08/13/woman-celebrating-birthday-killed-in-apparent-gang-war.html
"Google watches your movements, like it or not",2018-08-13T00:00:00,http://www.foxnews.com/tech/2018/08/13/google-watches-your-movements-like-it-or-not.html
Boy in wheelchair pulls himself to feet for national anthem at Tennessee fair,2018-08-07T00:00:00,http://www.foxnews.com/health/2018/08/07/boy-in-wheelchair-pulls-himself-to-feet-for-national-anthem-at-tennessee-fair.html
Tracking the Mollie Tibbetts Story,2018-08-09T00:00:00,https://radio.foxnews.com/2018/08/09/tracking-the-mollie-tibbetts-story/
Take Two: Seth MacFarlane’s Tweet,2018-06-20T00:00:00,https://radio.foxnews.com/2018/06/20/take-two-seth-macfarlanes-tweet/
Business “Outsider”,2018-07-18T00:00:00,https://radio.foxnews.com/2018/07/18/business-outsider/
'Why Did It Take This Long?': 'Outnumbered' Sounds Off on Peter Strzok Firing,2018-08-13T00:00:00,http://insider.foxnews.com/2018/08/13/peter-strzok-fired-fbi-outnumbered-panel-reacts
Judge Pirro on Being Shouted Down on 'The View': A 'Microcosm' of the Hatred for President Trump,2018-07-22T00:00:00,http://insider.foxnews.com/2018/07/22/judge-jeanine-pirro-view-it-microcosm-hatred-president-trump
FoxNews.com - Breaking News,2018-08-10T00:00:00,http://www.foxnews.com/2018/08/10/jack-keane-trump-sanctions-iran-turkey-russia-erdogan-and-tehran-upset
Tomi Lahren: Cowboys' Prescott 'Scores a Major Touchdown' Against Anthem Kneelers,2018-07-30T00:00:00,http://insider.foxnews.com/2018/07/30/tomi-lahren-final-thoughts-dak-prescott-touchdown-anthem-kneeling-jerry-jones-cowboys
How to lighten hair without damage (and what to do if it's too late),2018-08-08T00:00:00,http://www.foxnews.com/lifestyle/2018/08/08/how-to-lighten-hair-without-damage-and-what-to-do-if-its-too-late.html
Minnesota anglers charged for catching 253 fish over legal limit: They 'were biting good',2018-08-06T00:00:00,http://www.foxnews.com/great-outdoors/2018/08/06/minnesota-anglers-charged-for-catching-253-fish-over-legal-limit-were-biting-good.html
"Tuesday's primaries test gubernatorial hopefuls, embattled Ellison: Races to watch",2018-08-13T00:00:00,http://www.foxnews.com/politics/2018/08/13/tuesdays-primaries-test-gubernatorial-hopefuls-embattled-ellison-races-to-watch.html
Calming Your Upset Child,2018-08-10T00:00:00,https://radio.foxnews.com/2018/08/10/calming-your-upset-child/
"Farrah Abraham pleads not guilty after being charged with battery, resisting police: report",2018-08-13T00:00:00,http://www.foxnews.com/entertainment/2018/08/13/farrah-abraham-pleads-not-guilty-after-being-charged-with-battery-resisting-police-report.html
I’ll Tell You What…The Swampiest Swamp That You Can Swamp,2018-08-08T00:00:00,https://radio.foxnews.com/2018/08/08/ill-tell-you-what-the-swampiest-swamp-that-you-can-swamp/
'RHONY' star Sonja Morgan recalls being held at knifepoint,2018-08-13T00:00:00,http://www.foxnews.com/entertainment/2018/08/13/rhony-star-sonja-morgan-recalls-being-held-at-knifepoint.html
"'The American People Deserve Better': The Five Reacts to Omarosa Taping Kelly, Trump During Firing",2018-08-13T00:00:00,http://insider.foxnews.com/2018/08/13/omarosa-rips-trump-taped-conversation-five-rips-reality-star-situation-room-recording
FoxNews.com - Breaking News,2018-08-13T00:00:00,http://www.foxnews.com/2018/08/13/police-union-rips-nfl-anthem-kneeling-calls-return-miami-dolphins-tickets
"Trump dares NY Gov. Cuomo to run against him in 2020, says 'anybody that runs against Trump suffers'",2018-08-13T00:00:00,http://www.foxnews.com/politics/2018/08/13/trump-dares-ny-gov-cuomo-to-run-against-him-in-2020-says-anybody-that-runs-against-trump-suffers.html
Michigan county fair attendees test positive for rare strain of swine flu,2018-08-13T00:00:00,http://www.foxnews.com/health/2018/08/13/michigan-county-fair-attendees-test-positive-for-rare-strain-swine-flu.html
WATCH: Greg Hardy KO's Opponent in 17 Seconds for Second UFC Win,2018-08-08T00:00:00,https://www.breitbart.com/sports/2018/08/08/watch-greg-hardy-kos-opponent-in-17-sesonds-for-second-ufc-win/#disqus_thread
"'No Deal' Brexit Will Harm EU More, Admit Brussels Bureaucrats",2018-08-13T00:00:00,http://www.breitbart.com/london/2018/08/13/no-deal-brexit-will-harm-eu-more-admit-brussels-bureaucrats/#disqus_thread
Under Armour CEO Resigns from President Trump’s American Manufacturing Council as Other CEOs Bail Post-Charlottesville,2017-08-14T00:00:00,http://www.breitbart.com/sports/2017/08/14/armour-ceo-resigns-president-trumps-american-manufacturing-council-ceos-bail-post-charlottesville/#disqus_thread
'We Have to Connect to the Internal Donald Trump Inside of Us',2018-08-08T00:00:00,https://www.breitbart.com/sports/2018/08/08/ricky-williams-we-have-connect-internal-donald-trump-inside-us/
University Coach Tells Player to Choose Between Posting Firearm Photos or Playing Lacrosse,2018-08-08T00:00:00,https://www.breitbart.com/big-government/2018/08/08/university-coach-player-choose-posting-firearm-photos-playing-lacrosse/#disqus_thread
Hamas Stages Violent Riots at Israeli Border After Claims of Truce,2018-08-10T00:00:00,http://www.breitbart.com/jerusalem/2018/08/10/hamas-stages-violent-riots-at-israeli-border-after-claims-of-truce/
New York Artist Erects 20-Foot Pro-Trump Installation,2018-08-09T00:00:00,https://www.breitbart.com/big-hollywood/2018/08/09/new-york-artist-erects-20-foot-pro-trump-installation/#disqus_thread
Business Insider Takes Down Column Defending Scarlett Johansson Transgender Casting,2018-07-11T00:00:00,http://www.breitbart.com/tech/2018/07/11/business-insider-takes-down-column-defending-scarlett-johansson-transgender-casting/
"57K Un-Vaccinated Kids Could Cause Texas Measles Outbreak, Says Physician",2018-08-13T00:00:00,https://www.breitbart.com/texas/2018/08/13/57k-un-vaccinated-kids-could-cause-texas-measles-outbreak-says-physician/
NFL Legend Jim Brown Says He'd 'Never Kneel' During the Anthem,2018-08-08T00:00:00,https://www.breitbart.com/sports/2018/08/08/nfl-legend-jim-brown-says-hed-never-kneel-during-anthem/
Street Artist Covers Hollywood Walk of Fame with 50 Trump Stars,2018-08-10T00:00:00,https://www.breitbart.com/big-hollywood/2018/08/10/watch-street-artist-covers-hollywood-walk-of-fame-with-50-trump-stars/
Koepka Holds Off Woods to Win PGA Championship,2018-08-12T00:00:00,https://www.breitbart.com/sports/2018/08/12/koepka-holds-off-woods-to-win-pga-championship/
Fmr Obama US Attorney: Omarosa 'Should Probably Get Herself a Lawyer' -- 'Likely a Technical Crime or Two that's Been Committed',2018-08-12T00:00:00,https://www.breitbart.com/video/2018/08/12/fmr-obama-us-attorney-omarosa-should-probably-get-herself-a-lawyer-likely-a-technical-crime-or-two-thats-been-committed/#disqus_thread
Donald Trump: White House Staff Hated 'Wacky Omarosa',2018-08-13T00:00:00,http://www.breitbart.com/big-government/2018/08/13/donald-trump-white-house-staff-hated-wacky-omarosa/
Kasich: People Supporting Family Separation at the Border Do Not Understand Religion,2018-08-12T00:00:00,http://www.breitbart.com/video/2018/08/12/kasich-people-supporting-family-separation-at-the-border-do-not-understand-religion/
Muslim Fundamentalists Protest Tunisia Report on Sexual Equality,2018-08-12T00:00:00,https://www.breitbart.com/jerusalem/2018/08/12/muslim-fundamentalists-protest-tunisia-report-on-sexual-equality/#disqus_thread
Tory High Command Could Send Boris Johnson for 'Diversity Training',2018-08-10T00:00:00,http://www.breitbart.com/london/2018/08/10/conservative-high-command-boris-johnson-diversity-training-burqa-comments/#disqus_thread
"Gang Members Busted for Alleged Pharmacy Burglary, Say Texas Cops",2018-08-07T00:00:00,https://www.breitbart.com/texas/2018/08/07/gang-members-busted-for-alleged-pharmacy-burglary-say-texas-cops/#disqus_thread
Pelosi: Mitch McConnell Does Not Call Out Trump's Racism Because of His Own,2018-08-12T00:00:00,https://www.breitbart.com/video/2018/08/12/pelosi-mitch-mcconnell-does-not-call-out-trumps-racism-because-of-his-own/
Chris Pratt at Teen Choice Awards,2018-08-13T00:00:00,http://www.breitbart.com/big-hollywood/2018/08/13/chris-pratt-teen-choice-awards-i-love-god/
Italy Demands UK Take 140 Illegals Picked up by NGO Boat,2018-08-13T00:00:00,https://www.breitbart.com/london/2018/08/13/italy-uk-takes-140-illegal-migrants-picked-up-by-charity-boat/#disqus_thread
'Not Even Close': Analysts Reject Elon Musk's Defense of Tesla 'Funding Secured' Claim,2018-08-13T00:00:00,https://www.breitbart.com/tech/2018/08/13/elon-musk-funding-secured-not-even-close/#disqus_thread
Donald Trump Explains Why He Hates Windmills,2018-08-13T00:00:00,http://www.breitbart.com/big-government/2018/08/13/donald-trump-explains-why-he-hates-windmills/
Far-Left Labour Leader Corbyn Compared Israel to Nazi WW2 Occupiers,2018-08-11T00:00:00,https://www.breitbart.com/london/2018/08/11/far-left-labour-leader-corbyn-compared-israel-nazi-occupation-europe/#disqus_thread
Washington Post Columnist: Dianne Feinstein Must Explain Chinese Spy on Staff,2018-08-10T00:00:00,https://www.breitbart.com/california/2018/08/10/theissen-dianne-feinstein-must-explain-chinese-spy-on-staff/
Illegal Border Crossings Drop for Second Month Following 'Zero Tolerance',2018-08-08T00:00:00,https://www.breitbart.com/texas/2018/08/08/illegal-border-crossings-drop-for-second-month-following-zero-tolerance/#disqus_thread
July Arrests of Migrant Families at Border Up 173 Percent over 2017,2018-08-08T00:00:00,https://www.breitbart.com/texas/2018/08/08/july-arrests-of-migrant-families-at-border-up-173-percent-over-2017/
Smuggler Busted with Nearly 80 Migrants Locked in Refrigerated Trailer,2018-08-12T00:00:00,http://www.breitbart.com/texas/2018/08/12/smuggler-busted-with-nearly-80-migrants-locked-in-refrigerated-trailer/#disqus_thread
"Graphic -- Cartel Gunmen, Mexican Troops Clash near Texas Border",2018-08-13T00:00:00,https://www.breitbart.com/texas/2018/08/13/graphic-cartel-gunmen-mexican-troops-clash-near-texas-border/
MSNBC Host: We Saw Trump 'All but Praising David Duke During the Campaign',2018-08-12T00:00:00,http://www.breitbart.com/big-journalism/2018/08/12/msnbc-host-we-saw-trump-all-but-praising-david-duke-during-the-campaign/#disqus_thread
Jack Whitehall to Play First Gay Disney Character in ‘The Jungle Cruise’,2018-08-13T00:00:00,http://www.breitbart.com/big-hollywood/2018/08/13/jack-whitehall-gay-disney-jungle-cruise/#disqus_thread
"Democrat Eric Swalwell, Russia Conspiracy Congressman, May Run for President",2018-08-13T00:00:00,https://www.breitbart.com/california/2018/08/13/democrat-eric-swalwell-russia-conspiracy-congressman-may-run-for-president/
Kanye West on 'Overcoming Fear' to Wear MAGA Hat: 'Liberals Can’t Bully Me --- News Can't Bully Me',2018-08-09T00:00:00,http://www.breitbart.com/video/2018/08/09/kanye-west-on-overcoming-fear-to-wear-maga-hat-liberals-cant-bully-me-news-cant-bully-me/
"Huckabee: Omarosa Isn't Credible, 'You Could Blame the President' and Say He Shouldn't Have Hired Her",2018-08-13T00:00:00,https://www.breitbart.com/video/2018/08/13/huckabee-omarosa-isnt-credible-you-could-blame-the-president-and-say-he-shouldnt-have-hired-her/
Michael Eric Dyson Laments 'Black Men of Valor' Being 'Muffled' in NFL,2018-08-10T00:00:00,http://www.breitbart.com/video/2018/08/10/michael-eric-dyson-laments-black-men-valor-being-muffled-nfl/
Elijah Cummings: 'I Do Not Believe That President Trump Has Been a Man of His Word',2018-08-12T00:00:00,http://www.breitbart.com/video/2018/08/12/elijah-cummings-i-do-not-believe-that-president-trump-has-been-a-man-of-his-word/#disqus_thread
Three Seahawks Leave Field Prior to National Anthem,2018-08-10T00:00:00,https://www.breitbart.com/sports/2018/08/10/three-seahawks-leave-field-prior-to-national-anthem/
MSNBC's Kasie Hunt: Is the GOP 'Becoming a Party That Is Fundamentally Anti-Black?',2018-08-12T00:00:00,https://www.breitbart.com/video/2018/08/12/msnbcs-kasie-hunt-is-the-republican-party-becoming-a-party-that-is-fundamentally-anti-black/#disqus_thread
Huge Gaza Terror Kite Lands on Israeli Power Lines,2018-08-11T00:00:00,https://www.breitbart.com/jerusalem/2018/08/11/huge-gaza-terror-kite-lands-on-israeli-power-lines/#disqus_thread
Antifa Assault Senior Photographer in DC,2018-08-12T00:00:00,http://www.breitbart.com/big-government/2018/08/12/antifa-assault-photographer-in-dc-get-the-f-out-of-here/
Iran TV Accused of Muting ‘Death to the Dictator’ Chants at Soccer Match,2018-08-12T00:00:00,https://www.breitbart.com/jerusalem/2018/08/12/iran-tv-accused-of-muting-death-to-the-dictator-anti-government-chants-at-soccer-match/
Serving on Committees is My Biggest 'Win' as Senator,2018-08-10T00:00:00,https://www.breitbart.com/big-government/2018/08/10/kamala-harris-unable-to-name-a-legislative-accomplishment-when-asked/#disqus_thread
Twitter Bans Conservative Commentator Gavin McInnes,2018-08-10T00:00:00,https://www.breitbart.com/tech/2018/08/10/twitter-bans-conservative-commentator-gavin-mcinnes/
Chris Pratt at Teen Choice Awards,2018-08-13T00:00:00,https://www.breitbart.com/big-hollywood/2018/08/13/chris-pratt-teen-choice-awards-i-love-god/
Suicide Attack on Egypt Church Foiled,2018-08-12T00:00:00,https://www.breitbart.com/jerusalem/2018/08/12/suicide-attack-on-egypt-church-foiled/#disqus_thread
"Judge Rejects Plea Deal in Ghost Ship Case, Will Go to Trial",2018-08-13T00:00:00,http://www.breitbart.com/california/2018/08/13/judge-rejects-plea-deal-in-ghost-ship-case-will-go-to-trial/
Strong Finish from Woods Leads to 69% Surge in Final Round Ratings,2018-08-13T00:00:00,http://www.breitbart.com/sports/2018/08/13/strong-finish-from-woods-leads-69-surge-final-round-ratings/#disqus_thread
"V.S. Naipaul, Nobel Prize-Winning Author, Dies at 85",2018-08-12T00:00:00,https://www.breitbart.com/big-hollywood/2018/08/12/v-s-naipaul-nobel-prize-winning-author-dies-at-85/
NBC Launches 'Erase the Hate' Campaign Ahead of Charlottesville Riots Anniversary,2018-08-09T00:00:00,https://www.breitbart.com/big-hollywood/2018/08/09/nbc-launches-erase-the-hate-campaign-ahead-of-charlottesville-riots-anniversary/#disqus_thread
Jeremy Corbyn: I was present at wreath-laying but don't think I was involved,2018-08-13 00:00:00,https://www.theguardian.com/politics/2018/aug/13/jeremy-corbyn-not-involved-munich-olympics-massacre-wreath-laying
